bench.id,benchnum,origin,mset,size,n.anom,n.norm,anomaly.rate.level,point.difficulty.level,clustering.algo,irrelevance.level,anomaly.rate,diff.mean,anom.diff.mean,norm.diff.mean,clusteredness.score,irrelevance.score,auc.ci.0.999,ap.ci.0.999
comm.and.crime_benchmark_0012,12,regression,comm.and.crime,902,469,433,ar-0,pd-0,none,ir-2,0.519955654101996,0.135790343958141,0.129181884377737,0.142948236667631,-0.25524483149842,0.801420977607339,0.541174042358318,0.578010352946179
comm.and.crime_benchmark_0013,13,regression,comm.and.crime,902,434,468,ar-0,pd-0,none,ir-2,0.481152993348115,0.13747682897456,0.133002288230731,0.141626296245547,-0.277304459928063,0.825645265075748,0.542872907558392,0.540547219075529
comm.and.crime_benchmark_0014,14,regression,comm.and.crime,902,431,471,ar-0,pd-0,none,ir-2,0.477827050997783,0.140144836842565,0.129270079713376,0.150096047718744,-0.270057966978843,0.795133678523994,0.542962842547574,0.537051238970468
comm.and.crime_benchmark_0015,15,regression,comm.and.crime,902,456,446,ar-0,pd-0,none,ir-2,0.505543237250554,0.138008547091128,0.12732458904647,0.148932055764589,-0.239474604145496,0.839904854493786,0.541750255684053,0.564081518292134
comm.and.crime_benchmark_0016,16,regression,comm.and.crime,902,436,466,ar-0,pd-0,none,ir-3,0.483370288248337,0.132930284498164,0.117174733398096,0.14767152973342,-0.294630270854571,1.37601056019279,0.542564087293775,0.542990685106132
comm.and.crime_benchmark_0017,17,regression,comm.and.crime,902,470,432,ar-0,pd-0,none,ir-3,0.521064301552106,0.131623803245437,0.120848847685206,0.14334655582254,-0.263170380434653,1.37704980633554,0.541238184594169,0.579283498607925
comm.and.crime_benchmark_0018,18,regression,comm.and.crime,902,442,460,ar-0,pd-0,none,ir-3,0.490022172949002,0.140692821966872,0.129361671297389,0.15158057978407,-0.23667500929436,1.38631671235732,0.542410977769034,0.54919271904255
comm.and.crime_benchmark_0019,19,regression,comm.and.crime,902,451,451,ar-0,pd-0,none,ir-3,0.5,0.134984409508947,0.119553487302055,0.15041533171584,-0.248274848102934,1.38194622417949,0.542091735045551,0.558832663379175
comm.and.crime_benchmark_0020,20,regression,comm.and.crime,902,456,446,ar-0,pd-0,none,ir-3,0.505543237250554,0.133404699170785,0.111623199305707,0.155674573472299,-0.329491165459013,1.37318170585136,0.541750255684053,0.564081518292134
comm.and.crime_benchmark_0021,21,regression,comm.and.crime,902,437,465,ar-0,pd-0,scatter,ir-0,0.484478935698448,0.133540857115519,0.121758449748148,0.144613786189801,-0.314466617591293,0,0.542462045717379,0.543649327788598
comm.and.crime_benchmark_0022,22,regression,comm.and.crime,902,481,421,ar-0,pd-0,scatter,ir-0,0.533259423503326,0.134894502659559,0.127598677307437,0.143230113097495,-0.276406818423758,0,0.540624495681503,0.590735555806553
comm.and.crime_benchmark_0023,23,regression,comm.and.crime,902,441,461,ar-0,pd-0,scatter,ir-0,0.488913525498891,0.138725764030501,0.126795574024527,0.15013837529435,-0.295972182087711,0,0.542673184096488,0.548240611592009
comm.and.crime_benchmark_0024,24,regression,comm.and.crime,902,433,469,ar-0,pd-0,scatter,ir-0,0.480044345898004,0.135459139110162,0.117250086999458,0.152270481463967,-0.262664250239713,0,0.542941839794758,0.539229795750977
comm.and.crime_benchmark_0025,25,regression,comm.and.crime,902,442,460,ar-0,pd-0,scatter,ir-0,0.490022172949002,0.137706839822872,0.124763115154177,0.150144070917575,-0.289768598205959,0,0.542410977769034,0.54919271904255
comm.and.crime_benchmark_0026,26,regression,comm.and.crime,902,464,438,ar-0,pd-0,scatter,ir-1,0.514412416851441,0.131918618738297,0.120409396896993,0.144111036396666,-0.277182666142225,0.372831408032406,0.541661746181704,0.572735832919568
comm.and.crime_benchmark_0027,27,regression,comm.and.crime,902,440,462,ar-0,pd-0,scatter,ir-1,0.48780487804878,0.136201654592935,0.12149249873437,0.150210374458235,-0.261439371475241,0.365452634021171,0.54263085399449,0.546678165122683
comm.and.crime_benchmark_0028,28,regression,comm.and.crime,902,466,436,ar-0,pd-0,scatter,ir-1,0.516629711751663,0.140181162506824,0.132227113215359,0.148682508767885,-0.270280308881291,0.366273763371345,0.541397606016459,0.574462983311455
comm.and.crime_benchmark_0029,29,regression,comm.and.crime,902,433,469,ar-0,pd-0,scatter,ir-1,0.480044345898004,0.132955147819523,0.123795974997417,0.141411271128631,-0.313561251285713,0.355266584882579,0.542941839794758,0.539229795750977
comm.and.crime_benchmark_0030,30,regression,comm.and.crime,902,453,449,ar-0,pd-0,scatter,ir-1,0.502217294900222,0.13410672314239,0.127036935063758,0.14123949374288,-0.281446424006118,0.358372849422756,0.541945068019686,0.560624513836478
comm.and.crime_benchmark_0031,31,regression,comm.and.crime,902,452,450,ar-0,pd-0,scatter,ir-2,0.501108647450111,0.126148770617151,0.114558516160585,0.137790537315745,-0.400695847263718,0.79878943982571,0.542055068829892,0.559913635727219
comm.and.crime_benchmark_0032,32,regression,comm.and.crime,902,458,444,ar-0,pd-0,scatter,ir-2,0.507760532150776,0.132370893641076,0.121947584897651,0.143122865272807,-0.325322886331798,0.795266738903635,0.541701099571187,0.566240359205567
comm.and.crime_benchmark_0033,33,regression,comm.and.crime,902,460,442,ar-0,pd-0,scatter,ir-2,0.509977827050998,0.136765226905924,0.122806335215217,0.151292580249193,-0.266169057515293,0.808212663962337,0.541515837104072,0.568690671950421
comm.and.crime_benchmark_0034,34,regression,comm.and.crime,902,452,450,ar-0,pd-0,scatter,ir-2,0.501108647450111,0.131084724026676,0.122384711687065,0.139823403087797,-0.339899343866678,0.821246053021592,0.542055068829892,0.559913635727219
comm.and.crime_benchmark_0035,35,regression,comm.and.crime,902,485,417,ar-0,pd-0,scatter,ir-2,0.537694013303769,0.13751229681746,0.12650065661842,0.150319600166464,-0.236526021623475,0.792446307833883,0.540364419392322,0.595194734475604
comm.and.crime_benchmark_0036,36,regression,comm.and.crime,902,474,428,ar-0,pd-0,scatter,ir-3,0.52549889135255,0.138408279011127,0.130637952169656,0.147013734438363,-0.308113615387281,1.37547222836685,0.541252612484719,0.583760970800217
comm.and.crime_benchmark_0037,37,regression,comm.and.crime,902,464,438,ar-0,pd-0,scatter,ir-3,0.514412416851441,0.129027642819315,0.125760341068287,0.132488893989353,-0.301895344057497,1.42027749433482,0.541661746181704,0.572735832919568
comm.and.crime_benchmark_0038,38,regression,comm.and.crime,902,445,457,ar-0,pd-0,scatter,ir-3,0.493348115299335,0.136831938934922,0.126139713188984,0.147243406017946,-0.296336983115222,1.38821889119955,0.542438472696875,0.552307964410592
comm.and.crime_benchmark_0039,39,regression,comm.and.crime,902,475,427,ar-0,pd-0,scatter,ir-3,0.526607538802661,0.139297130465992,0.134330915340805,0.144821608649748,-0.360342313150778,1.37977112601149,0.540865277948971,0.584665328935651
comm.and.crime_benchmark_0040,40,regression,comm.and.crime,902,455,447,ar-0,pd-0,scatter,ir-3,0.504434589800443,0.137975774322891,0.129784923986824,0.146313217058709,-0.34345347461485,1.35124902522733,0.541932792487155,0.563038215659314
comm.and.crime_benchmark_0041,41,regression,comm.and.crime,902,428,474,ar-0,pd-0,cluster,ir-0,0.47450110864745,0.139222480474169,0.137124255339899,0.141117080384438,0.00446427203158051,0,0.543515127765291,0.533812044976484
comm.and.crime_benchmark_0042,42,regression,comm.and.crime,902,463,439,ar-0,pd-0,cluster,ir-0,0.51330376940133,0.13548371139766,0.125786087479581,0.145711501543606,0.00565662220795365,0,0.541634482453249,0.571978899941235
comm.and.crime_benchmark_0043,43,regression,comm.and.crime,902,449,453,ar-0,pd-0,cluster,ir-0,0.497782705099778,0.142284233740584,0.137692751948556,0.146835172647032,0.00360215293899023,0,0.542146649163951,0.556675958238633
comm.and.crime_benchmark_0044,44,regression,comm.and.crime,902,464,438,ar-0,pd-0,cluster,ir-0,0.514412416851441,0.140490669816126,0.128927236075743,0.15274051743151,0.00511283849038261,0,0.541661746181704,0.572735832919568
comm.and.crime_benchmark_0045,45,regression,comm.and.crime,902,474,428,ar-0,pd-0,cluster,ir-0,0.52549889135255,0.133796894282471,0.125064443263274,0.143467879757003,0.00319531461218078,0,0.541252612484719,0.583760970800217
comm.and.crime_benchmark_0046,46,regression,comm.and.crime,902,450,452,ar-0,pd-0,cluster,ir-1,0.498891352549889,0.140807416763998,0.132355424626621,0.149222010706077,0.00496497755749003,0.389014271973774,0.54230581120944,0.557613872974372
comm.and.crime_benchmark_0047,47,regression,comm.and.crime,902,434,468,ar-0,pd-0,cluster,ir-1,0.481152993348115,0.140961587009444,0.132072843851092,0.14920456677595,0.00382090562291117,0.408748134877421,0.542872907558392,0.540547219075529
comm.and.crime_benchmark_0048,48,regression,comm.and.crime,902,458,444,ar-0,pd-0,cluster,ir-1,0.507760532150776,0.141748944895045,0.137306211636993,0.146331764336909,0.0032697459379706,0.392031199665804,0.541701099571187,0.566240359205567
comm.and.crime_benchmark_0049,49,regression,comm.and.crime,902,464,438,ar-0,pd-0,cluster,ir-1,0.514412416851441,0.130270507480404,0.110644639078857,0.151061381768801,0.000620928075448761,0.377372159453291,0.541661746181704,0.572735832919568
comm.and.crime_benchmark_0050,50,regression,comm.and.crime,902,447,455,ar-0,pd-0,cluster,ir-1,0.495565410199557,0.137130727947818,0.122524541048835,0.151480102769457,0.00317781556565389,0.391360499166531,0.542252378493989,0.554371337620955
comm.and.crime_benchmark_0051,51,regression,comm.and.crime,902,456,446,ar-0,pd-0,cluster,ir-2,0.505543237250554,0.143270176591804,0.136008000813812,0.150695181423113,0.00077208538586761,0.860426639711309,0.541750255684053,0.564081518292134
comm.and.crime_benchmark_0052,52,regression,comm.and.crime,902,434,468,ar-0,pd-0,cluster,ir-2,0.481152993348115,0.138039051635244,0.131390840693848,0.144204272892864,0.00061795947818714,0.883974337957241,0.542872907558392,0.540547219075529
comm.and.crime_benchmark_0053,53,regression,comm.and.crime,902,447,455,ar-0,pd-0,cluster,ir-2,0.495565410199557,0.141288203642405,0.139222266894776,0.143317816227438,0.00494575234912,0.851250780907282,0.542252378493989,0.554371337620955
comm.and.crime_benchmark_0054,54,regression,comm.and.crime,902,425,477,ar-0,pd-0,cluster,ir-2,0.471175166297118,0.13900416794812,0.125135670666266,0.151360795505328,0.00204746837739881,0.875477126378678,0.543312368972746,0.530698621366723
comm.and.crime_benchmark_0055,55,regression,comm.and.crime,902,465,437,ar-0,pd-0,cluster,ir-2,0.515521064301552,0.139966667479398,0.132425931142815,0.147990563123588,0.00668750925276659,0.856492593674788,0.541428606579562,0.573755530250324
comm.and.crime_benchmark_0056,56,regression,comm.and.crime,902,421,481,ar-0,pd-0,cluster,ir-3,0.466740576496674,0.133689555072452,0.114654471558463,0.150350199894467,0.00702634094942222,1.43812499265402,0.54326647275816,0.525873245443706
comm.and.crime_benchmark_0057,57,regression,comm.and.crime,902,466,436,ar-0,pd-0,cluster,ir-3,0.516629711751663,0.146664430144603,0.140155099844523,0.153621650144231,0.00138971446315128,1.45339645336923,0.541397606016459,0.574462983311455
comm.and.crime_benchmark_0058,58,regression,comm.and.crime,902,444,458,ar-0,pd-0,cluster,ir-3,0.492239467849224,0.140308375989707,0.132492869413849,0.147884980617831,0.00927575922211047,1.44646489007704,0.542237111019316,0.550835427057571
comm.and.crime_benchmark_0059,59,regression,comm.and.crime,902,460,442,ar-0,pd-0,cluster,ir-3,0.509977827050998,0.141602460413253,0.137322483384823,0.146056735148724,0.00303774616302504,1.4523286102898,0.541515837104072,0.568690671950421
comm.and.crime_benchmark_0060,60,regression,comm.and.crime,902,438,464,ar-0,pd-0,cluster,ir-3,0.485587583148559,0.135243330544693,0.127497106209868,0.142555499205584,0.00356263478696293,1.46414453573194,0.542832821602897,0.544706651693145
comm.and.crime_benchmark_0061,61,regression,comm.and.crime,902,457,445,ar-0,pd-1,none,ir-0,0.506651884700665,0.137356984867363,0.128967957991694,0.145972232692488,-0.30435441424135,0,0.541789393455118,0.565312481692945
comm.and.crime_benchmark_0062,62,regression,comm.and.crime,902,458,444,ar-0,pd-1,none,ir-0,0.507760532150776,0.130079411793645,0.118772639820966,0.141742703603301,-0.289175435116864,0,0.541701099571187,0.566240359205567
comm.and.crime_benchmark_0063,63,regression,comm.and.crime,902,456,446,ar-0,pd-1,none,ir-0,0.505543237250554,0.140539204957106,0.133294545522776,0.147946300701623,-0.306438602038461,0,0.541750255684053,0.564081518292134
comm.and.crime_benchmark_0064,64,regression,comm.and.crime,902,442,460,ar-0,pd-1,none,ir-0,0.490022172949002,0.138120937395979,0.131172417415717,0.144797558768318,-0.298859397862718,0,0.542410977769034,0.54919271904255
comm.and.crime_benchmark_0065,65,regression,comm.and.crime,902,471,431,ar-0,pd-1,none,ir-0,0.522172949002217,0.132339405042677,0.124148472020951,0.141290517463171,-0.279024761121198,0,0.541268269614435,0.580202728761406
comm.and.crime_benchmark_0066,66,regression,comm.and.crime,902,450,452,ar-0,pd-1,none,ir-1,0.498891352549889,0.134595425524311,0.118412979718637,0.150706267587483,-0.251102914028922,0.349705698275103,0.54230581120944,0.557613872974372
comm.and.crime_benchmark_0067,67,regression,comm.and.crime,902,478,424,ar-0,pd-1,none,ir-1,0.529933481152993,0.136896305433005,0.129738833030061,0.144965342717457,-0.294169027490902,0.361931622938965,0.540730836030631,0.587606973620482
comm.and.crime_benchmark_0068,68,regression,comm.and.crime,902,457,445,ar-0,pd-1,none,ir-1,0.506651884700665,0.13037446789022,0.119630503280328,0.141408157388469,-0.24286379306475,0.356929674345493,0.541789393455118,0.565312481692945
comm.and.crime_benchmark_0069,69,regression,comm.and.crime,902,412,490,ar-0,pd-1,none,ir-1,0.456762749445676,0.138076021228285,0.128677156223732,0.14597874037497,-0.264877260205794,0.365066565624074,0.544437294432336,0.516591574255599
comm.and.crime_benchmark_0070,70,regression,comm.and.crime,902,447,455,ar-0,pd-1,none,ir-1,0.495565410199557,0.132067034327547,0.122581330134014,0.141385956908885,-0.272294100793082,0.365635860768496,0.542252378493989,0.554371337620955
comm.and.crime_benchmark_0071,71,regression,comm.and.crime,902,460,442,ar-0,pd-1,none,ir-2,0.509977827050998,0.138951632979063,0.127452056956676,0.150919517527247,-0.360787791752826,0.791840025496068,0.541515837104072,0.568690671950421
comm.and.crime_benchmark_0072,72,regression,comm.and.crime,902,456,446,ar-0,pd-1,none,ir-2,0.505543237250554,0.130602309037121,0.12411222592276,0.1372379097101,-0.334295491948503,0.793766760803357,0.541750255684053,0.564081518292134
comm.and.crime_benchmark_0073,73,regression,comm.and.crime,902,444,458,ar-0,pd-1,none,ir-2,0.492239467849224,0.139089475214487,0.13750092259061,0.140629469461214,-0.207508682143361,0.82079652954771,0.542237111019316,0.550835427057571
comm.and.crime_benchmark_0074,74,regression,comm.and.crime,902,495,407,ar-0,pd-1,none,ir-2,0.548780487804878,0.134829751376372,0.127687553515545,0.143516208234135,-0.304933655289493,0.811937638652915,0.54010374010374,0.605894024802716
comm.and.crime_benchmark_0075,75,regression,comm.and.crime,902,448,454,ar-0,pd-1,none,ir-2,0.496674057649667,0.129910903575758,0.117794315170865,0.141867360856358,-0.339843910466965,0.802968884634618,0.542204216488357,0.555618460736715
comm.and.crime_benchmark_0076,76,regression,comm.and.crime,902,470,432,ar-0,pd-1,none,ir-3,0.521064301552106,0.13034006804586,0.120081875081222,0.141500602058313,-0.311655863994687,1.37979966684468,0.541238184594169,0.579283498607925
comm.and.crime_benchmark_0077,77,regression,comm.and.crime,902,461,441,ar-0,pd-1,none,ir-3,0.511086474501109,0.135588454480045,0.123237798150113,0.148499231278455,-0.326260740436932,1.3527439191915,0.541492668506304,0.569606767109169
comm.and.crime_benchmark_0078,78,regression,comm.and.crime,902,448,454,ar-0,pd-1,none,ir-3,0.496674057649667,0.135640889029579,0.130774373138299,0.140443089732867,-0.328504506378417,1.35544745615437,0.542204216488357,0.555618460736715
comm.and.crime_benchmark_0079,79,regression,comm.and.crime,902,449,453,ar-0,pd-1,none,ir-3,0.497782705099778,0.14091617516939,0.13624564482661,0.14554546462614,-0.279633438708642,1.41284081347511,0.542146649163951,0.556675958238633
comm.and.crime_benchmark_0080,80,regression,comm.and.crime,902,450,452,ar-0,pd-1,none,ir-3,0.498891352549889,0.1379692206403,0.132196051773501,0.143716844512113,-0.293557127950004,1.38665319212158,0.54230581120944,0.557613872974372
comm.and.crime_benchmark_0081,81,regression,comm.and.crime,902,442,460,ar-0,pd-1,scatter,ir-0,0.490022172949002,0.139199528336965,0.128466747696346,0.149512330604689,-0.302042284812613,0,0.542410977769034,0.54919271904255
comm.and.crime_benchmark_0082,82,regression,comm.and.crime,902,442,460,ar-0,pd-1,scatter,ir-0,0.490022172949002,0.139174243398762,0.132450138326085,0.14563523131642,-0.316847884655324,0,0.542410977769034,0.54919271904255
comm.and.crime_benchmark_0083,83,regression,comm.and.crime,902,442,460,ar-0,pd-1,scatter,ir-0,0.490022172949002,0.136177061806777,0.13280124292053,0.139420783432257,-0.30990289975221,0,0.542410977769034,0.54919271904255
comm.and.crime_benchmark_0084,84,regression,comm.and.crime,902,490,412,ar-0,pd-1,scatter,ir-0,0.543237250554324,0.138939402337347,0.135250484559621,0.143326707461343,-0.249372180388559,0,0.540187244897959,0.600613282559184
comm.and.crime_benchmark_0085,85,regression,comm.and.crime,902,470,432,ar-0,pd-1,scatter,ir-0,0.521064301552106,0.136910649532078,0.126049477209468,0.148727202753437,-0.346107174779961,0,0.541238184594169,0.579283498607925
comm.and.crime_benchmark_0086,86,regression,comm.and.crime,902,435,467,ar-0,pd-1,scatter,ir-1,0.482261640798226,0.135397677026559,0.123122988569768,0.146831273340701,-0.339847425892766,0.35513566861799,0.542927465603387,0.541505663290667
comm.and.crime_benchmark_0087,87,regression,comm.and.crime,902,473,429,ar-0,pd-1,scatter,ir-1,0.524390243902439,0.14023489568521,0.12991752307669,0.151610460356143,-0.251544796794617,0.363876270790052,0.540965030036912,0.582321139214673
comm.and.crime_benchmark_0088,88,regression,comm.and.crime,902,449,453,ar-0,pd-1,scatter,ir-1,0.497782705099778,0.135980479998808,0.119977622917153,0.151842031499168,-0.32306970426914,0.354076804611489,0.542146649163951,0.556675958238633
comm.and.crime_benchmark_0089,89,regression,comm.and.crime,902,450,452,ar-0,pd-1,scatter,ir-1,0.498891352549889,0.134848629777547,0.125899928064533,0.143757735465283,-0.269608000532755,0.359858246361589,0.54230581120944,0.557613872974372
comm.and.crime_benchmark_0090,90,regression,comm.and.crime,902,451,451,ar-0,pd-1,scatter,ir-1,0.5,0.130055542554485,0.116988056508091,0.143123028600878,-0.357200332504507,0.363113036151124,0.542091735045551,0.558832663379175
comm.and.crime_benchmark_0091,91,regression,comm.and.crime,902,431,471,ar-0,pd-1,scatter,ir-2,0.477827050997783,0.130899934169616,0.119373446306087,0.141447527097814,-0.248118003474331,0.834749943337797,0.542962842547574,0.537051238970468
comm.and.crime_benchmark_0092,92,regression,comm.and.crime,902,463,439,ar-0,pd-1,scatter,ir-2,0.51330376940133,0.134523333996219,0.124111711403073,0.145504156913364,-0.24523190750954,0.810120677109609,0.541634482453249,0.571978899941235
comm.and.crime_benchmark_0093,93,regression,comm.and.crime,902,471,431,ar-0,pd-1,scatter,ir-2,0.522172949002217,0.136537394514028,0.122247275754178,0.152153742393122,-0.33890160140638,0.784659587813017,0.541268269614435,0.580202728761406
comm.and.crime_benchmark_0094,94,regression,comm.and.crime,902,438,464,ar-0,pd-1,scatter,ir-2,0.485587583148559,0.132196313554647,0.127056964362268,0.137047681973314,-0.310394345890218,0.813508577464991,0.542832821602897,0.544706651693145
comm.and.crime_benchmark_0095,95,regression,comm.and.crime,902,438,464,ar-0,pd-1,scatter,ir-2,0.485587583148559,0.13167968237772,0.113250721560453,0.149075985907813,-0.305179735740096,0.801745174368335,0.542832821602897,0.544706651693145
comm.and.crime_benchmark_0096,96,regression,comm.and.crime,902,449,453,ar-0,pd-1,scatter,ir-3,0.497782705099778,0.132893884600182,0.120967957694264,0.144714505308255,-0.2874369451184,1.35566813970226,0.542146649163951,0.556675958238633
comm.and.crime_benchmark_0097,97,regression,comm.and.crime,902,467,435,ar-0,pd-1,scatter,ir-3,0.517738359201774,0.137980817892663,0.129509240384114,0.147075591907587,-0.288232689305195,1.37962075726547,0.541376853971302,0.576001760490645
comm.and.crime_benchmark_0098,98,regression,comm.and.crime,902,453,449,ar-0,pd-1,scatter,ir-3,0.502217294900222,0.133361409375732,0.118855833869858,0.147996210498586,-0.297020540105704,1.37170874103548,0.541945068019686,0.560624513836478
comm.and.crime_benchmark_0099,99,regression,comm.and.crime,902,449,453,ar-0,pd-1,scatter,ir-3,0.497782705099778,0.141920440055884,0.142106673634138,0.141735850924237,-0.312028458244886,1.38458368045494,0.542146649163951,0.556675958238633
comm.and.crime_benchmark_0100,100,regression,comm.and.crime,902,466,436,ar-0,pd-1,scatter,ir-3,0.516629711751663,0.137064839986896,0.129766210564666,0.144865668681297,-0.30356740369893,1.38987399008049,0.541397606016459,0.574462983311455
comm.and.crime_benchmark_0101,101,regression,comm.and.crime,902,480,422,ar-0,pd-1,cluster,ir-0,0.532150776053215,0.141044061019107,0.132560399084378,0.150693723883252,0.00931202627419608,0,0.540590442338073,0.58965859007893
comm.and.crime_benchmark_0102,102,regression,comm.and.crime,902,438,464,ar-0,pd-1,cluster,ir-0,0.485587583148559,0.139406998006656,0.130305759752224,0.147998253083038,0.00239407738943137,0,0.542832821602897,0.544706651693145
comm.and.crime_benchmark_0103,103,regression,comm.and.crime,902,432,470,ar-0,pd-1,cluster,ir-0,0.478935698447894,0.133381781013794,0.124382585186828,0.141653382284536,0.00552975269218294,0,0.542996463750986,0.538254063407265
comm.and.crime_benchmark_0104,104,regression,comm.and.crime,902,449,453,ar-0,pd-1,cluster,ir-0,0.497782705099778,0.137231484480684,0.127665459886497,0.146713040866535,0.00586122696766231,0,0.542146649163951,0.556675958238633
comm.and.crime_benchmark_0105,105,regression,comm.and.crime,902,466,436,ar-0,pd-1,cluster,ir-0,0.516629711751663,0.139050323504839,0.132379744274848,0.146179887544233,0.00161188930947154,0,0.541397606016459,0.574462983311455
comm.and.crime_benchmark_0106,106,regression,comm.and.crime,902,458,444,ar-0,pd-1,cluster,ir-1,0.507760532150776,0.140592264014132,0.131530203475605,0.14994006520027,0.00267355882073983,0.401051131149487,0.541701099571187,0.566240359205567
comm.and.crime_benchmark_0107,107,regression,comm.and.crime,902,444,458,ar-0,pd-1,cluster,ir-1,0.492239467849224,0.141128779057643,0.123300179685521,0.158412399409656,0.00301815670289807,0.405250684531653,0.542237111019316,0.550835427057571
comm.and.crime_benchmark_0108,108,regression,comm.and.crime,902,454,448,ar-0,pd-1,cluster,ir-1,0.503325942350333,0.137329929669913,0.128104594158751,0.146678818781672,0.000375209267780071,0.392428734340703,0.541914136249213,0.562218576553817
comm.and.crime_benchmark_0109,109,regression,comm.and.crime,902,457,445,ar-0,pd-1,cluster,ir-1,0.506651884700665,0.132842594156157,0.111809983003131,0.154442376845894,0.0015409025170564,0.356952816342502,0.541789393455118,0.565312481692945
comm.and.crime_benchmark_0110,110,regression,comm.and.crime,902,466,436,ar-0,pd-1,cluster,ir-1,0.516629711751663,0.143020620171681,0.129149894476621,0.157845753598051,0.0024156715890373,0.396703871249702,0.541397606016459,0.574462983311455
comm.and.crime_benchmark_0111,111,regression,comm.and.crime,902,421,481,ar-0,pd-1,cluster,ir-2,0.466740576496674,0.144551186808751,0.136157989398056,0.151897415727467,0.00255825628820201,0.88339887285461,0.54326647275816,0.525873245443706
comm.and.crime_benchmark_0112,112,regression,comm.and.crime,902,471,431,ar-0,pd-1,cluster,ir-2,0.522172949002217,0.147186663504416,0.13896761916556,0.156168496180986,0.00183843940285367,0.863766066086051,0.541268269614435,0.580202728761406
comm.and.crime_benchmark_0113,113,regression,comm.and.crime,902,450,452,ar-0,pd-1,cluster,ir-2,0.498891352549889,0.13376916614578,0.128096414973437,0.139416816649218,0.00285839929676611,0.872918121799787,0.54230581120944,0.557613872974372
comm.and.crime_benchmark_0114,114,regression,comm.and.crime,902,453,449,ar-0,pd-1,cluster,ir-2,0.502217294900222,0.143292111096349,0.136924832216423,0.149716114064292,0.00265363724752002,0.854455149274622,0.541945068019686,0.560624513836478
comm.and.crime_benchmark_0115,115,regression,comm.and.crime,902,427,475,ar-0,pd-1,cluster,ir-2,0.473392461197339,0.129307685751632,0.117156482793014,0.140230977674433,0.00424507445498087,0.869638785852354,0.543197337606311,0.532743718122906
comm.and.crime_benchmark_0116,116,regression,comm.and.crime,902,465,437,ar-0,pd-1,cluster,ir-3,0.515521064301552,0.133129558268993,0.126493805028859,0.140190485629775,0.0019467414123102,1.46307276906949,0.541428606579562,0.573755530250324
comm.and.crime_benchmark_0117,117,regression,comm.and.crime,902,464,438,ar-0,pd-1,cluster,ir-3,0.514412416851441,0.138534652742304,0.129049916064818,0.148582410318454,0.000480484878127642,1.45993368104312,0.541661746181704,0.572735832919568
