bench.id,benchnum,origin,mset,size,n.anom,n.norm,anomaly.rate.level,point.difficulty.level,clustering.algo,irrelevance.level,anomaly.rate,diff.mean,anom.diff.mean,norm.diff.mean,clusteredness.score,irrelevance.score,auc.ci.0.999,ap.ci.0.999
fault_benchmark_0024,24,multiclass,fault,1143,419,724,ar-0,pd-0,scatter,ir-0,0.3665791776028,0.0633385340883144,6.29022142649665e-33,0.0999943984294798,-0.0043422197072346,0,0.543697840161395,0.419822522512956
fault_benchmark_0025,25,multiclass,fault,1143,389,754,ar-0,pd-0,scatter,ir-0,0.340332458442695,0.0771863078213464,6.77169176697523e-33,0.117007891034216,-0.0569056175632534,0,0.545369007112027,0.393722828092956
fault_benchmark_0026,26,multiclass,fault,1143,404,739,ar-0,pd-0,scatter,ir-1,0.353455818022747,0.0721712705477226,5.77748434188228e-37,0.11162620059005,-0.000216563309888418,0.410889994978545,0.544199413175418,0.407098140784424
fault_benchmark_0027,27,multiclass,fault,1143,429,714,ar-0,pd-0,scatter,ir-1,0.375328083989501,0.0678491075965741,4.41531445302334e-33,0.108615588211322,-0.00162381850429926,0.393502402018911,0.542953778247896,0.428880028315508
fault_benchmark_0028,28,multiclass,fault,1143,378,765,ar-0,pd-0,scatter,ir-1,0.330708661417323,0.0762176310691721,6.9728180525259e-33,0.113878107597469,-0.0118823538581601,0.363586694524999,0.546045578725317,0.383968532246846
fault_benchmark_0029,29,multiclass,fault,1143,410,733,ar-0,pd-0,scatter,ir-1,0.358705161854768,0.0624926163457813,4.24638942648709e-36,0.0974475586401473,-0.00121862405200036,0.353167564125196,0.54407546667554,0.41220129727899
fault_benchmark_0030,30,multiclass,fault,1143,383,760,ar-0,pd-0,scatter,ir-1,0.335083114610674,0.074836123697599,4.93247824930169e-33,0.112549591297836,-0.000242244186811347,0.381150278350545,0.545372406211351,0.388055152497577
fault_benchmark_0031,31,multiclass,fault,1143,364,779,ar-0,pd-0,scatter,ir-2,0.31846019247594,0.0762650533017556,2.03761347154892e-33,0.111901098746992,-0.03156044658568,0.859608738016699,0.546717406790899,0.371486699809424
fault_benchmark_0032,32,multiclass,fault,1143,419,724,ar-0,pd-0,scatter,ir-2,0.3665791776028,0.0694958536161264,6.28662873843987e-33,0.109715139065238,-0.0322004364658547,0.848870136243504,0.543697840161395,0.419822522512956
fault_benchmark_0033,33,multiclass,fault,1143,404,739,ar-0,pd-0,scatter,ir-2,0.353455818022747,0.0663970602158336,4.67981516108237e-33,0.102695317762785,-0.0261903009369512,0.854270789240224,0.544199413175418,0.407098140784424
fault_benchmark_0034,34,multiclass,fault,1143,413,730,ar-0,pd-0,scatter,ir-2,0.361329833770779,0.0817169732138231,6.38162700422231e-33,0.127948630662191,-0.000629077128900743,0.928139818775024,0.543901960264022,0.414461882104488
fault_benchmark_0035,35,multiclass,fault,1143,388,755,ar-0,pd-0,scatter,ir-2,0.339457567804024,0.0686134902091314,1.92429406436221e-33,0.103874462660976,-0.0234404135607307,0.871630526372258,0.545323277804329,0.392765540172169
fault_benchmark_0036,36,multiclass,fault,1143,416,727,ar-0,pd-0,scatter,ir-3,0.363954505686789,0.0771925652664081,4.54958185044354e-33,0.12136327661555,-0.00489471627973682,1.53058992917499,0.543669320706804,0.417270521914941
fault_benchmark_0037,37,multiclass,fault,1143,419,724,ar-0,pd-0,scatter,ir-3,0.3665791776028,0.0740514812439187,1.22452963441313e-35,0.116907241798065,-0.00303143431712165,1.43458931849752,0.543697840161395,0.419822522512956
fault_benchmark_0038,38,multiclass,fault,1143,377,766,ar-0,pd-0,scatter,ir-3,0.329833770778653,0.079621011113932,4.63697585291092e-36,0.118807853398465,-0.00748253604671443,1.46258920251094,0.545986249142952,0.383084233635062
fault_benchmark_0039,39,multiclass,fault,1143,402,741,ar-0,pd-0,scatter,ir-3,0.351706036745407,0.0639442532219552,6.5562750901264e-33,0.0986346578039066,-0.00893668849262512,1.4737775609625,0.544547844448473,0.405153577530708
fault_benchmark_0040,40,multiclass,fault,1143,419,724,ar-0,pd-0,scatter,ir-3,0.3665791776028,0.0724768954975797,5.72126630991579e-37,0.114421397173665,-0.00622300217016706,1.45542764855952,0.543697840161395,0.419822522512956
fault_benchmark_0041,41,multiclass,fault,1143,394,749,ar-0,pd-0,cluster,ir-0,0.344706911636045,0.0743639205748366,1.26733636935045e-35,0.113481924188302,0.267623527254991,0,0.544960119414719,0.397986279571895
fault_benchmark_0042,42,multiclass,fault,1143,413,730,ar-0,pd-0,cluster,ir-0,0.361329833770779,0.062175599871262,6.37373182686048e-33,0.097351658428565,0.255782882707165,0,0.543901960264022,0.414461882104488
fault_benchmark_0043,43,multiclass,fault,1143,387,756,ar-0,pd-0,cluster,ir-0,0.338582677165354,0.0709246374826223,1.92939729454679e-33,0.107231297146346,0.28622936909627,0,0.545421308259164,0.392013030885839
fault_benchmark_0044,44,multiclass,fault,1143,381,762,ar-0,pd-0,cluster,ir-0,0.333333333333333,0.0630452473624322,6.9139685495562e-33,0.0945678710436482,0.329729088642424,0,0.545718202547516,0.386674925977971
fault_benchmark_0045,45,multiclass,fault,1143,410,733,ar-0,pd-0,cluster,ir-0,0.358705161854768,0.0674436213439416,1.22100724526356e-35,0.105167884305764,0.09121680546419,0,0.54407546667554,0.41220129727899
fault_benchmark_0046,46,multiclass,fault,1143,387,756,ar-0,pd-0,cluster,ir-1,0.338582677165354,0.0693495741025619,1.9204755123897e-33,0.104849951321731,0.268971772760206,0.331849497221755,0.545421308259164,0.392013030885839
fault_benchmark_0047,47,multiclass,fault,1143,369,774,ar-0,pd-0,cluster,ir-1,0.322834645669291,0.0772581265787332,5.12872469963385e-33,0.11409048924999,0.259522765033732,0.328966274686779,0.546721714529807,0.37620625738215
fault_benchmark_0048,48,multiclass,fault,1143,393,750,ar-0,pd-0,cluster,ir-1,0.343832020997375,0.0730467050009532,4.48754217210076e-36,0.111323178421453,0.285851573929374,0.354777827696977,0.545089065309585,0.397152502323162
fault_benchmark_0049,49,multiclass,fault,1143,388,755,ar-0,pd-0,cluster,ir-1,0.339457567804024,0.0616110955754179,4.88150254372915e-33,0.0932734864141757,0.232923372347965,0.316549943598209,0.545323277804329,0.392765540172169
fault_benchmark_0050,50,multiclass,fault,1143,428,715,ar-0,pd-0,cluster,ir-1,0.374453193350831,0.0738608106019322,6.15444610316145e-33,0.118073995130082,0.311645388862636,0.312023492466768,0.543288026926345,0.427560795695108
fault_benchmark_0051,51,multiclass,fault,1143,375,768,ar-0,pd-0,cluster,ir-2,0.328083989501312,0.0730256823765592,7.0282460139419e-33,0.108682753849489,0.248778430955755,0.79612133937049,0.545763888888889,0.381280827190772
fault_benchmark_0052,52,multiclass,fault,1143,371,772,ar-0,pd-0,cluster,ir-2,0.324584426946632,0.0831208070692895,7.09090904609484e-33,0.1230661690158,0.259315490912609,0.818130928661757,0.546391212658688,0.377733065656528
fault_benchmark_0053,53,multiclass,fault,1143,388,755,ar-0,pd-0,cluster,ir-2,0.339457567804024,0.083988128004527,4.23497670946955e-36,0.127150238820098,0.263763798466346,0.723759935836498,0.545323277804329,0.392765540172169
fault_benchmark_0054,54,multiclass,fault,1143,405,738,ar-0,pd-0,cluster,ir-2,0.354330708661417,0.0662236355403926,4.66860833644588e-33,0.102565874556462,0.321201182647953,0.747238209789213,0.54453812439359,0.407630889748817
fault_benchmark_0055,55,multiclass,fault,1143,390,753,ar-0,pd-0,cluster,ir-2,0.341207349081365,0.0685595017421078,4.84776755404642e-33,0.104068407026865,0.255425720186427,0.741390103906391,0.545220829502503,0.394288452910118
fault_benchmark_0056,56,multiclass,fault,1143,399,744,ar-0,pd-0,cluster,ir-3,0.349081364829396,0.080230096354187,4.74725872574735e-33,0.12325672060865,0.295057392571445,1.33807383474221,0.544654647371116,0.402354603724735
fault_benchmark_0057,57,multiclass,fault,1143,377,766,ar-0,pd-0,cluster,ir-3,0.329833770778653,0.0699834211595076,5.01093167264797e-33,0.104426958727568,0.217811513491519,1.37404892031143,0.545986249142952,0.383084233635062
fault_benchmark_0058,58,multiclass,fault,1143,390,753,ar-0,pd-0,cluster,ir-3,0.341207349081365,0.0735808227242195,1.31499745313871e-35,0.111690412182979,0.210237841578804,1.37091207400938,0.545220829502503,0.394288452910118
fault_benchmark_0059,59,multiclass,fault,1143,360,783,ar-0,pd-0,cluster,ir-3,0.31496062992126,0.0753306595484484,5.24758240580239e-33,0.109965445547735,0.254598199116069,1.33366957130727,0.546821353058039,0.367806274661148
fault_benchmark_0060,60,multiclass,fault,1143,411,732,ar-0,pd-0,cluster,ir-3,0.359580052493438,0.0713795044387671,6.40479879077407e-33,0.111457340947419,0.250315499852521,1.35440219958962,0.543925258931302,0.413042428030274
fault_benchmark_0061,61,multiclass,fault,1143,371,772,ar-0,pd-1,none,ir-0,0.324584426946632,0.0696572159191556,9.73051275369463e-36,0.103132380564242,0.287252890737551,0,0.546391212658688,0.377733065656528
fault_benchmark_0062,62,multiclass,fault,1143,368,775,ar-0,pd-1,none,ir-0,0.321959755030621,0.0802298877650046,5.14262527529962e-33,0.118326144148904,0.00674487913014602,0,0.546595375175316,0.375214446971593
fault_benchmark_0063,63,multiclass,fault,1143,391,752,ar-0,pd-1,none,ir-0,0.342082239720035,0.0645135057101827,6.73710742063897e-33,0.098057097110025,0.290362326634964,0,0.545161751101921,0.395396285684295
fault_benchmark_0064,64,multiclass,fault,1143,402,741,ar-0,pd-1,none,ir-0,0.351706036745407,0.0646763900595781,1.85722334895794e-33,0.0997639862862318,0.0158218070950894,0,0.544547844448473,0.405153577530708
fault_benchmark_0065,65,multiclass,fault,1143,368,775,ar-0,pd-1,none,ir-0,0.321959755030621,0.0734136755517256,2.02908490555327e-33,0.108273330523384,0.258923159843896,0,0.546595375175316,0.375214446971593
fault_benchmark_0066,66,multiclass,fault,1143,379,764,ar-0,pd-1,none,ir-1,0.331583552055993,0.0678305154049858,6.47685284842235e-37,0.101479422916098,0.105401748422349,0.357952982957641,0.545683743386427,0.385125336329882
fault_benchmark_0067,67,multiclass,fault,1143,395,748,ar-0,pd-1,none,ir-1,0.345581802274716,0.0664100005265582,4.78648712888128e-33,0.101479452676278,0.287653632688971,0.32147644655869,0.545024717389833,0.399078170324663
fault_benchmark_0068,68,multiclass,fault,1143,406,737,ar-0,pd-1,none,ir-1,0.355205599300087,0.0637888829966647,6.48361468415476e-33,0.0989290274968626,0.268130791522395,0.349238660962806,0.544271477364632,0.408506346150586
fault_benchmark_0069,69,multiclass,fault,1143,371,772,ar-0,pd-1,none,ir-1,0.324584426946632,0.075293330364008,5.09231699082588e-33,0.11147704223583,0.0923841718876883,0.361613689067557,0.546391212658688,0.377733065656528
fault_benchmark_0070,70,multiclass,fault,1143,395,748,ar-0,pd-1,none,ir-1,0.345581802274716,0.0767690478223916,1.88189462086314e-33,0.117308852487959,0.231801277205672,0.318350477045812,0.545024717389833,0.399078170324663
fault_benchmark_0071,71,multiclass,fault,1143,401,742,ar-0,pd-1,none,ir-2,0.350831146106737,0.0626859456804219,4.71139681023316e-33,0.0965633907179546,0.0553239222919408,0.803481421813916,0.544729826377453,0.404114999576496
fault_benchmark_0072,72,multiclass,fault,1143,398,745,ar-0,pd-1,none,ir-2,0.348206474190726,0.0605620569523498,1.8720251490467e-33,0.0929160148946789,0.0287901888651734,0.869856950008038,0.544888877272268,0.401541045646512
fault_benchmark_0073,73,multiclass,fault,1143,393,750,ar-0,pd-1,none,ir-2,0.343832020997375,0.0843684090005327,6.69395189202404e-33,0.128577455316812,0.0519096077418627,0.86971348209922,0.545089065309585,0.397152502323162
fault_benchmark_0074,74,multiclass,fault,1143,405,738,ar-0,pd-1,none,ir-2,0.354330708661417,0.0790388821741821,6.49965907561808e-33,0.122413878489282,0.271303183375755,0.792124823927098,0.54453812439359,0.407630889748817
fault_benchmark_0075,75,multiclass,fault,1143,410,733,ar-0,pd-1,none,ir-2,0.358705161854768,0.0590804386713594,1.81760027010117e-33,0.0921267959090912,0.267778356143603,0.725542458291916,0.54407546667554,0.41220129727899
fault_benchmark_0076,76,multiclass,fault,1143,392,751,ar-0,pd-1,none,ir-3,0.342957130358705,0.076387135885477,6.71099790671647e-33,0.116258983111984,0.0436825657726798,1.43987358655201,0.545082746813772,0.396145325245427
fault_benchmark_0077,77,multiclass,fault,1143,396,747,ar-0,pd-1,none,ir-3,0.346456692913386,0.069319563006145,1.88566278898588e-33,0.106067283153981,0.26455920342184,1.38360816865645,0.544991413465309,0.399864159743258
fault_benchmark_0078,78,multiclass,fault,1143,391,752,ar-0,pd-1,none,ir-3,0.342082239720035,0.0772634832829102,1.90559644799084e-33,0.117436384830274,0.26455103440969,1.35818943270401,0.545161751101921,0.395396285684295
fault_benchmark_0079,79,multiclass,fault,1143,380,763,ar-0,pd-1,none,ir-3,0.332458442694663,0.079024801409779,6.93207844654447e-33,0.118381845362225,0.270259561181269,1.40393354025383,0.545743953921501,0.385669308173768
fault_benchmark_0080,80,multiclass,fault,1143,406,737,ar-0,pd-1,none,ir-3,0.355205599300087,0.0735110418591592,6.48794190566297e-33,0.114006948229334,0.22583602800135,1.34160954810691,0.544271477364632,0.408506346150586
fault_benchmark_0081,81,multiclass,fault,1143,427,716,ar-0,pd-1,scatter,ir-0,0.373578302712161,0.0599629585927548,6.17243400123325e-33,0.0957229911613391,-0.0244426468121157,0,0.543145630813915,0.426634396771029
fault_benchmark_0082,82,multiclass,fault,1143,395,748,ar-0,pd-1,scatter,ir-0,0.345581802274716,0.07193722260257,2.89924875081735e-37,0.109925461811146,-0.0117966006706541,0,0.545024717389833,0.399078170324663
fault_benchmark_0083,83,multiclass,fault,1143,391,752,ar-0,pd-1,scatter,ir-0,0.342082239720035,0.0704472650055875,1.89695018764905e-33,0.107076095613546,-0.00235603689734523,0,0.545161751101921,0.395396285684295
fault_benchmark_0084,84,multiclass,fault,1143,398,745,ar-0,pd-1,scatter,ir-0,0.348206474190726,0.0748824543070662,6.62238119408603e-33,0.114886772178492,-0.0019886878626381,0,0.544888877272268,0.401541045646512
fault_benchmark_0085,85,multiclass,fault,1143,415,728,ar-0,pd-1,scatter,ir-0,0.363079615048119,0.0747058418976889,4.55609652733346e-33,0.117292276495959,-0.00436810524868979,0,0.543774000397193,0.416697470553504
fault_benchmark_0086,86,multiclass,fault,1143,417,726,ar-0,pd-1,scatter,ir-1,0.364829396325459,0.0689915527045946,1.78259259247072e-33,0.108618932150622,-0.00334782545588204,0.425932163797954,0.543713789299139,0.418023508775957
fault_benchmark_0087,87,multiclass,fault,1143,394,749,ar-0,pd-1,scatter,ir-1,0.344706911636045,0.0759431176131114,1.88638586650499e-33,0.115891833687298,-0.0122263439812376,0.350385911451287,0.544960119414719,0.397986279571895
fault_benchmark_0088,88,multiclass,fault,1143,399,744,ar-0,pd-1,scatter,ir-1,0.349081364829396,0.0653488159707958,1.87145752323612e-33,0.100394753568037,-0.000655382908726434,0.383097311772203,0.544654647371116,0.402354603724735
fault_benchmark_0089,89,multiclass,fault,1143,387,756,ar-0,pd-1,scatter,ir-1,0.338582677165354,0.0700027966750454,1.9295032259876e-33,0.105837561639652,-0.00335060760846988,0.379891997265044,0.545421308259164,0.392013030885839
fault_benchmark_0090,90,multiclass,fault,1143,391,752,ar-0,pd-1,scatter,ir-1,0.342082239720035,0.0692068764565056,4.83536223488771e-33,0.105190770997056,-0.0166304220056653,0.379467893729058,0.545161751101921,0.395396285684295
fault_benchmark_0091,91,multiclass,fault,1143,365,778,ar-0,pd-1,scatter,ir-2,0.319335083114611,0.0699423786138704,2.03236228806962e-33,0.102755962410866,-0.0202234445422851,0.824209936080694,0.546726770433497,0.372223874873135
fault_benchmark_0092,92,multiclass,fault,1143,376,767,ar-0,pd-1,scatter,ir-2,0.328958880139982,0.0725537213804623,7.00587535459631e-33,0.108121125864235,-0.00285519112415269,0.893755329188052,0.546131654137424,0.381971387587599
fault_benchmark_0093,93,multiclass,fault,1143,370,773,ar-0,pd-1,scatter,ir-2,0.323709536307962,0.0774137250759748,4.66815631546198e-36,0.114468160105872,-0.00150582221882793,0.837578805563964,0.546337544141813,0.377026202957329
fault_benchmark_0094,94,multiclass,fault,1143,401,742,ar-0,pd-1,scatter,ir-2,0.350831146106737,0.0695385524360316,4.71949085537272e-33,0.107119360423698,-0.0318670429205797,0.816996570062919,0.544729826377453,0.404114999576496
fault_benchmark_0095,95,multiclass,fault,1143,416,727,ar-0,pd-1,scatter,ir-2,0.363954505686789,0.0654326820513926,6.33591455341354e-33,0.102874216760305,-0.0124547541829024,0.855854559298438,0.543669320706804,0.417270521914941
fault_benchmark_0096,96,multiclass,fault,1143,403,740,ar-0,pd-1,scatter,ir-3,0.352580927384077,0.0629072454751204,4.68770064809913e-33,0.0971661913217062,-0.00659418441856847,1.457259032318,0.544524176782241,0.405844843043366
fault_benchmark_0097,97,multiclass,fault,1143,392,751,ar-0,pd-1,scatter,ir-3,0.342957130358705,0.0694344748880405,6.72382561040836e-33,0.105677236747044,-0.00959464531964877,1.46378520360103,0.545082746813772,0.396145325245427
fault_benchmark_0098,98,multiclass,fault,1143,407,736,ar-0,pd-1,scatter,ir-3,0.356080489938758,0.0766482516030552,3.9869977136776e-36,0.119033901606375,-0.0435134932160131,1.50562078181665,0.544232724201474,0.409362935625616
fault_benchmark_0099,99,multiclass,fault,1143,432,711,ar-0,pd-1,scatter,ir-3,0.377952755905512,0.0796198746920365,6.09315946785263e-33,0.127996507416312,-0.00365804756574868,1.54412421895476,0.542959189586915,0.430926672657343
fault_benchmark_0100,100,multiclass,fault,1143,415,728,ar-0,pd-1,scatter,ir-3,0.363079615048119,0.0735812741918545,1.23557663125345e-35,0.115526643408365,-0.0183138516236736,1.46084961588715,0.543774000397193,0.416697470553504
fault_benchmark_0101,101,multiclass,fault,1143,398,745,ar-0,pd-1,cluster,ir-0,0.348206474190726,0.066837768478174,1.87614559903588e-33,0.10254438841685,0.0595516310528229,0,0.544888877272268,0.401541045646512
fault_benchmark_0102,102,multiclass,fault,1143,392,751,ar-0,pd-1,cluster,ir-0,0.342957130358705,0.0647418865064136,4.83165991791968e-33,0.0985352546961794,0.0474789613338425,0,0.545082746813772,0.396145325245427
fault_benchmark_0103,103,multiclass,fault,1143,406,737,ar-0,pd-1,cluster,ir-0,0.355205599300087,0.0717609587450299,6.49160922309869e-33,0.111292775909863,0.279220788866092,0,0.544271477364632,0.408506346150586
fault_benchmark_0104,104,multiclass,fault,1143,405,738,ar-0,pd-1,cluster,ir-0,0.354330708661417,0.0686705618653047,1.83142405816428e-33,0.106355626303582,0.0430642656408335,0,0.54453812439359,0.407630889748817
fault_benchmark_0105,105,multiclass,fault,1143,391,752,ar-0,pd-1,cluster,ir-0,0.342082239720035,0.0756573024663356,6.73688028936794e-33,0.114995075424231,0.272520577025968,0,0.545161751101921,0.395396285684295
fault_benchmark_0106,106,multiclass,fault,1143,401,742,ar-0,pd-1,cluster,ir-1,0.350831146106737,0.0676796055660289,1.85369225105049e-33,0.10425578054174,0.0533599857701105,0.385633216566388,0.544729826377453,0.404114999576496
fault_benchmark_0107,107,multiclass,fault,1143,399,744,ar-0,pd-1,cluster,ir-1,0.349081364829396,0.0672811806801642,4.73872726018184e-33,0.103363426770736,0.276957228855816,0.297805805165029,0.544654647371116,0.402354603724735
fault_benchmark_0108,108,multiclass,fault,1143,389,754,ar-0,pd-1,cluster,ir-1,0.340332458442695,0.0723420284248485,1.90678597087168e-33,0.109664374654644,0.290527208574023,0.330975063089885,0.545369007112027,0.393722828092956
fault_benchmark_0109,109,multiclass,fault,1143,403,740,ar-0,pd-1,cluster,ir-1,0.352580927384077,0.073870126747279,1.85260294322029e-33,0.114099398475865,0.249564604496536,0.330234943453437,0.544524176782241,0.405844843043366
fault_benchmark_0110,110,multiclass,fault,1143,382,761,ar-0,pd-1,cluster,ir-1,0.334208223972004,0.0813062801589434,6.89952061581615e-33,0.122119682288663,0.255245841003154,0.338545885732854,0.545727243018624,0.387485159939857
fault_benchmark_0111,111,multiclass,fault,1143,407,736,ar-0,pd-1,cluster,ir-2,0.356080489938758,0.0720393545129984,6.47228572983851e-33,0.111876334522224,0.255190146570793,0.747376588680993,0.544232724201474,0.409362935625616
fault_benchmark_0112,112,multiclass,fault,1143,405,738,ar-0,pd-1,cluster,ir-2,0.354330708661417,0.0678370370523188,1.84002357483421e-33,0.105064679337128,0.0215864445791761,0.882403210537264,0.54453812439359,0.407630889748817
fault_benchmark_0113,113,multiclass,fault,1143,385,758,ar-0,pd-1,cluster,ir-2,0.336832895888014,0.0844589778439463,6.84209063147441e-33,0.127357007487639,0.270527519918547,0.752367105211809,0.545564201761299,0.390252948286231
fault_benchmark_0114,114,multiclass,fault,1143,411,732,ar-0,pd-1,cluster,ir-2,0.359580052493438,0.06648321203947,1.81684471080067e-33,0.103811900766549,0.0559367409642447,0.775183050123503,0.543925258931302,0.413042428030274
fault_benchmark_0115,115,multiclass,fault,1143,398,745,ar-0,pd-1,cluster,ir-2,0.348206474190726,0.0744723641246279,1.87232154546534e-33,0.114257600261006,0.0467005064512803,0.855357968721961,0.544888877272268,0.401541045646512
fault_benchmark_0116,116,multiclass,fault,1143,347,796,ar-0,pd-1,cluster,ir-3,0.303587051618548,0.0765072015079023,1.47053939229206e-35,0.109858958949161,0.251987072814085,1.34599524029949,0.548173145989313,0.35681102037864
fault_benchmark_0117,117,multiclass,fault,1143,403,740,ar-0,pd-1,cluster,ir-3,0.352580927384077,0.068788972225229,1.85261656355856e-33,0.106251074666806,0.304415084540729,1.3449186783661,0.544524176782241,0.405844843043366
fault_benchmark_0118,118,multiclass,fault,1143,410,733,ar-0,pd-1,cluster,ir-3,0.358705161854768,0.060778450627206,6.42829021034361e-33,0.094774582628781,0.0159247035404917,1.49796361654156,0.54407546667554,0.41220129727899
fault_benchmark_0119,119,multiclass,fault,1143,410,733,ar-0,pd-1,cluster,ir-3,0.358705161854768,0.0752802723731556,6.42459695364016e-33,0.117387928134402,0.257891092432246,1.31615589744576,0.54407546667554,0.41220129727899
fault_benchmark_0120,120,multiclass,fault,1143,422,721,ar-0,pd-1,cluster,ir-3,0.36920384951881,0.0712526504240862,6.23425415070473e-33,0.112956698245119,0.0625105944203662,1.4388477636246,0.543255487047347,0.422252446135269
